,key,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
21544406,2011-10-02 07:53:05.0000002,2.9,2011-10-02 07:53:05 UTC,-73.956242,40.778717,-73.9577,40.776213,1
18354062,2015-05-05 23:56:14.0000002,20.5,2015-05-05 23:56:14 UTC,-74.00279998779298,40.727935791015625,-73.99490356445312,40.67780685424805,1
1215270,2009-05-25 21:11:50.0000004,5.7,2009-05-25 21:11:50 UTC,-73.97375,40.784548,-73.981974,40.765611,1
37092233,2013-10-25 20:53:46.0000007,13.0,2013-10-25 20:53:46 UTC,-74.009998,40.721551,-73.985339,40.741934,1
52841248,2011-11-02 20:05:32.0000002,3.7,2011-11-02 20:05:32 UTC,-73.979905,40.765228,-73.985469,40.763021,1
40757295,2013-10-27 11:05:00.00000070,9.5,2013-10-27 11:05:00 UTC,-73.968603,40.754977000000004,-73.98801800000001,40.748942,1
47678600,2013-10-05 22:54:44.0000003,11.5,2013-10-05 22:54:44 UTC,-74.005371,40.741052,-73.99213,40.751551,1
16674148,2009-05-27 09:29:00.000000168,4.1,2009-05-27 09:29:00 UTC,-73.978967,40.747795,-73.973073,40.753,2
32708866,2009-01-03 03:16:57.0000002,7.8,2009-01-03 03:16:57 UTC,-73.987542,40.724743,-73.97336999999999,40.752801,3
47334885,2012-03-04 11:11:00.000000204,3.7,2012-03-04 11:11:00 UTC,-73.980205,40.785385,-73.981002,40.782297,1
23792624,2012-10-28 01:45:14.0000003,14.0,2012-10-28 01:45:14 UTC,-73.925324,40.755386,-73.871148,40.752032,1
2477527,2014-01-18 13:37:46.0000002,6.5,2014-01-18 13:37:46 UTC,-73.983961,40.76525,-73.98200200000001,40.778479,1
5199926,2014-08-26 14:51:00.00000036,15.5,2014-08-26 14:51:00 UTC,-73.982372,40.7788,-73.95564300000001,40.764445,6
41052779,2011-05-03 20:27:37.0000002,7.7,2011-05-03 20:27:37 UTC,-73.987633,40.759809999999995,-73.962202,40.776105,4
53321065,2014-01-28 08:16:49.0000001,52.0,2014-01-28 08:16:49 UTC,-74.00394200000001,40.722322999999996,-73.782409,40.648790999999996,1
20126949,2011-12-27 14:32:00.00000019,18.1,2011-12-27 14:32:00 UTC,-73.77674,40.64512,-73.82611700000001,40.711746999999995,1
38068337,2010-03-14 11:32:04.0000001,4.1,2010-03-14 11:32:04 UTC,-73.984335,40.724933,-73.988231,40.7317,1
39903100,2012-02-23 17:32:00.000000183,5.7,2012-02-23 17:32:00 UTC,-73.97271500000001,0.06666699999999999,-73.98563,40.730920000000005,1
10531906,2013-02-21 06:19:50.0000002,6.0,2013-02-21 06:19:50 UTC,-73.972071,40.745785999999995,-73.973738,40.759192999999996,1
43341472,2011-12-29 13:12:00.00000072,8.5,2011-12-29 13:12:00 UTC,-74.016975,40.705897,-74.002535,40.724887,2
2121996,2010-10-08 21:02:00.000000213,17.7,2010-10-08 21:02:00 UTC,-73.951808,40.769484999999996,-74.00224,40.729405,1
43344831,2012-02-10 13:05:00.00000063,7.7,2012-02-10 13:05:00 UTC,-74.001597,40.756522,-73.98409000000001,40.744977,5
48860451,2012-12-26 15:14:00.00000052,15.0,2012-12-26 15:14:00 UTC,-73.999153,40.724887,-73.97371,40.764587,4
47809235,2015-05-23 03:19:32.0000002,11.5,2015-05-23 03:19:32 UTC,-74.01029968261719,40.72987365722656,-73.99752807617188,40.76182556152344,1
29153683,2014-10-26 17:25:00.0000005,12.5,2014-10-26 17:25:00 UTC,-73.980292,40.775317,-73.983327,40.750397,1
18401952,2009-08-06 17:36:47.0000003,3.7,2009-08-06 17:36:47 UTC,-73.985322,40.758089,-73.989712,40.751841,1
18426257,2009-03-27 21:52:41.0000003,13.8,2009-03-27 21:52:41 UTC,-73.993897,40.735754,-73.992358,40.692834999999995,1
47644803,2009-05-20 08:45:00.000000146,10.1,2009-05-20 08:45:00 UTC,-73.98895999999999,40.7737,-73.970192,40.799223,1
17105995,2012-02-15 11:34:52.0000002,7.3,2012-02-15 11:34:52 UTC,-73.959597,40.77939,-73.967407,40.761078000000005,1
27478233,2010-05-31 18:17:34.0000001,5.7,2010-05-31 18:17:34 UTC,-73.973385,40.748428999999994,-73.98925799999999,40.728484,1
4686306,2015-04-18 03:32:55.0000003,17.5,2015-04-18 03:32:55 UTC,-73.9858627319336,40.760231018066406,-73.9897689819336,40.714111328125,2
40117421,2014-06-23 15:40:00.000000144,11.0,2014-06-23 15:40:00 UTC,-74.005837,40.705965,-74.00442199999999,40.716017,1
39225921,2014-11-13 15:49:00.00000046,10.0,2014-11-13 15:49:00 UTC,-73.969505,40.754542,-73.97703,40.74875,1
17821922,2012-04-04 12:38:26.0000001,5.7,2012-04-04 12:38:26 UTC,-73.96479000000001,40.763889,-73.952173,40.781438,1
9481671,2013-05-17 00:43:44.0000002,7.5,2013-05-17 00:43:44 UTC,-74.002257,40.750246999999995,-74.003772,40.732507,1
40920507,2009-06-18 10:13:00.000000225,8.9,2009-06-18 10:13:00 UTC,-73.957493,40.761936999999996,-73.971317,40.758038,1
16161917,2009-08-17 02:04:47.0000001,4.9,2009-08-17 02:04:47 UTC,-73.98390500000001,40.761309000000004,-73.968704,40.754749,1
16795832,2015-03-18 00:36:18.0000002,16.0,2015-03-18 00:36:18 UTC,-73.98580169677734,40.75130462646485,-73.97035217285155,40.78739929199219,4
20609588,2009-09-19 19:35:53.0000002,10.9,2009-09-19 19:35:53 UTC,-73.98074,40.750264,-73.98264300000001,40.771639,2
32416094,2014-12-02 05:17:31.0000002,10.5,2014-12-02 05:17:31 UTC,-74.00670699999999,40.731583,-73.980132,40.753121,1
49862555,2014-07-28 08:30:31.0000002,14.0,2014-07-28 08:30:31 UTC,-73.98252,40.757274,-73.991294,40.730847,1
35308096,2013-10-30 08:13:00.0000006,11.5,2013-10-30 08:13:00 UTC,-73.978385,40.719772,-73.982795,40.745087,1
20699031,2013-03-20 13:24:00.00000044,9.0,2013-03-20 13:24:00 UTC,-73.97924499999999,40.74994,-73.97924499999999,40.74994,1
12962743,2015-03-29 03:58:59.0000001,6.5,2015-03-29 03:58:59 UTC,-73.98873138427734,40.73432159423828,-73.98074340820312,40.730079650878906,3
17331033,2012-05-31 21:42:00.00000042,9.7,2012-05-31 21:42:00 UTC,-73.98702,40.75111,-73.95909,40.780407000000004,1
21285772,2010-06-13 18:11:13.0000002,5.7,2010-06-13 18:11:13 UTC,-73.97662,40.751560999999995,-73.99179000000001,40.749664,4
34146569,2010-06-25 06:38:56.0000002,8.5,2010-06-25 06:38:56 UTC,-73.951952,40.773608,-73.979549,40.758684,1
40842,2009-04-04 14:25:27.0000003,6.5,2009-04-04 14:25:27 UTC,-74.005408,40.727804,-74.009964,40.711292,1
22351699,2013-09-02 17:13:27.0000003,4.5,2013-09-02 17:13:27 UTC,-73.962179,40.779222,-73.965988,40.770998999999996,1
52688074,2009-06-07 17:01:00.00000067,8.1,2009-06-07 17:01:00 UTC,-73.957862,40.780568,-73.973857,40.756395,2
1709041,2009-10-23 10:27:00.000000127,15.3,2009-10-23 10:27:00 UTC,-73.987402,40.724612,-73.99391,40.761695,1
34002921,2010-10-19 09:11:45.0000002,10.9,2010-10-19 09:11:45 UTC,-73.98562700000001,40.722076,-73.978626,40.750146,1
50469245,2009-08-21 16:55:31.0000001,8.9,2009-08-21 16:55:31 UTC,-73.970025,40.75931,-73.991528,40.750071000000005,1
35505633,2012-06-28 12:29:51.0000004,5.7,2012-06-28 12:29:51 UTC,-74.006663,40.719803999999996,-74.007194,40.712932,1
47922332,2010-03-17 14:10:00.00000040,6.9,2010-03-17 14:10:00 UTC,-73.966443,40.761883000000005,-73.95047,40.784836999999996,2
34487567,2014-06-20 01:50:00.00000082,9.0,2014-06-20 01:50:00 UTC,0.0,0.0,0.0,0.0,1
25301814,2015-03-28 21:44:27.0000003,11.0,2015-03-28 21:44:27 UTC,-73.98982238769531,40.73874282836913,-74.0079574584961,40.71421432495117,3
5022767,2010-07-07 08:30:00.00000039,7.3,2010-07-07 08:30:00 UTC,-73.972833,40.755590000000005,-73.99004000000001,40.756755,2
51806359,2011-03-07 16:36:00.00000013,8.9,2011-03-07 16:36:00 UTC,-73.961908,40.800492999999996,-73.981897,40.764828,1
52964466,2014-12-06 09:47:00.000000130,12.5,2014-12-06 09:47:00 UTC,-73.98146,40.7807,-73.967815,40.762657,2
18986045,2014-03-06 11:02:28.0000003,57.33,2014-03-06 11:02:28 UTC,-73.776785,40.645472999999996,-73.980739,40.756541,4
42494883,2012-03-02 13:04:50.0000007,8.1,2012-03-02 13:04:50 UTC,-73.977432,40.752365999999995,-73.984144,40.775275,1
46610898,2013-04-26 17:36:00.000000196,57.33,2013-04-26 17:36:00 UTC,-73.790842,40.643997,-73.993762,40.745637,5
3724537,2012-11-30 00:57:00.000000125,25.0,2012-11-30 00:57:00 UTC,-73.990378,40.756516999999995,-73.87785,40.736835,6
576656,2014-03-18 19:11:16.0000002,7.0,2014-03-18 19:11:16 UTC,-73.988776,40.736942,-73.975477,40.733144,1
54323703,2012-02-08 19:39:12.0000001,5.7,2012-02-08 19:39:12 UTC,-73.986773,40.702443,-73.99469,40.694953999999996,1
34430236,2013-09-22 10:05:00.00000064,16.0,2013-09-22 10:05:00 UTC,-73.95010699999999,40.78018,-73.99290699999999,40.752796999999994,1
18846310,2014-02-08 20:43:00.00000059,5.0,2014-02-08 20:43:00 UTC,-73.98402,40.765671999999995,-73.984,40.775377,2
35382952,2015-01-10 06:21:05.0000004,5.0,2015-01-10 06:21:05 UTC,0.0,0.0,-73.99922943115234,40.68402862548828,1
54282522,2012-08-10 19:15:00.00000026,3.7,2012-08-10 19:15:00 UTC,-73.97195699999999,40.758465,-73.97136,40.75492,1
41214660,2009-04-26 10:25:00.00000098,7.3,2009-04-26 10:25:00 UTC,-73.992203,40.725078,-73.994363,40.745232,1
13880433,2012-03-01 08:29:39.0000005,3.7,2012-03-01 08:29:39 UTC,-73.957923,40.773427000000005,-73.95145500000001,40.771077000000005,0
4739000,2009-10-24 18:47:58.0000004,8.1,2009-10-24 18:47:58 UTC,-73.985228,40.74518,-73.98830799999999,40.763214000000005,2
54908683,2011-04-14 19:27:00.000000233,7.3,2011-04-14 19:27:00 UTC,-73.973825,40.791862,-73.959323,40.813742,3
4283357,2012-06-25 09:24:00.00000080,12.9,2012-06-25 09:24:00 UTC,-73.95679200000001,40.780440000000006,-73.987287,40.755557,1
36004839,2010-03-15 12:01:05.0000001,6.5,2010-03-15 12:01:05 UTC,-73.974623,40.793449,-73.95905,40.779097,1
6079523,2014-05-05 13:43:20.0000002,7.5,2014-05-05 13:43:20 UTC,-73.960549,40.797267,-73.976469,40.785893,2
13530091,2012-06-16 18:59:08.0000004,11.3,2012-06-16 18:59:08 UTC,-73.977423,40.75441,-74.007708,40.741087,1
43003834,2009-04-24 19:36:00.000000239,24.9,2009-04-24 19:36:00 UTC,-74.006617,40.704515,-73.96746800000001,40.79391,2
33871871,2011-05-04 07:49:46.0000006,15.7,2011-05-04 07:49:46 UTC,-74.008524,40.706661,-73.96709200000001,40.760961,1
52120249,2012-08-09 14:31:56.0000002,14.1,2012-08-09 14:31:56 UTC,-73.993353,40.747294000000004,-74.013398,40.709439,1
42754811,2011-09-09 05:36:37.0000001,22.5,2011-09-09 05:36:37 UTC,-73.989192,40.690673,-73.870924,40.77389,2
46389521,2015-04-27 20:22:47.0000005,3.5,2015-04-27 20:22:47 UTC,-73.970458984375,40.75793838500977,-73.97498321533203,40.75228118896485,1
44908072,2013-12-16 11:32:01.0000003,8.0,2013-12-16 11:32:01 UTC,-73.984048,40.755224,-73.97179,40.761926,1
3088974,2009-08-20 19:31:00.00000026,6.9,2009-08-20 19:31:00 UTC,-73.970642,40.764922,-73.953263,40.791017,1
30154034,2010-07-09 16:11:00.00000037,3.7,2010-07-09 16:11:00 UTC,-73.97720799999999,40.751863,-73.970557,40.749235,5
51511136,2012-07-27 22:49:48.0000001,10.9,2012-07-27 22:49:48 UTC,-73.86288499999999,40.769084,-73.893364,40.746362,1
49780844,2011-12-20 14:50:00.00000020,11.7,2011-12-20 14:50:00 UTC,-73.968035,40.75114,-73.970502,40.78369,1
13935010,2014-01-09 09:16:00.00000093,32.5,2014-01-09 09:16:00 UTC,-74.00447700000001,40.741847,-74.005247,40.65755,5
28416797,2012-08-08 20:45:00.000000161,3.7,2012-08-08 20:45:00 UTC,-73.95988,40.773635,-73.957965,40.768662,1
39411455,2015-04-07 09:29:50.0000005,12.0,2015-04-07 09:29:50 UTC,-73.98226928710938,40.78298950195313,-73.95169067382812,40.78279113769531,1
36766003,2010-08-31 11:40:00.00000026,4.9,2010-08-31 11:40:00 UTC,-73.983288,40.766255,-73.985943,40.758237,4
7704794,2010-12-11 03:02:00.00000013,5.3,2010-12-11 03:02:00 UTC,-73.992875,40.745367,-73.986148,40.734832,1
17908107,2014-08-05 20:44:00.00000025,24.83,2014-08-05 20:44:00 UTC,-74.00052,40.727562,-73.95704,40.744677,1
6327107,2010-07-23 09:55:00.000000120,13.3,2010-07-23 09:55:00 UTC,-73.959372,40.809455,-73.96700799999999,40.768313,5
50712724,2014-10-22 20:25:47.0000001,10.0,2014-10-22 20:25:47 UTC,-73.99710999999999,40.722128000000005,-73.982724,40.745169,1
49079904,2010-06-16 14:34:09.0000003,5.3,2010-06-16 14:34:09 UTC,-73.979474,40.7526,-73.99389599999999,40.751483,1
10026038,2011-12-18 19:47:28.0000003,10.5,2011-12-18 19:47:28 UTC,-73.977723,40.748897,-74.005361,40.735982,1
49715026,2015-06-06 09:34:45.0000004,8.5,2015-06-06 09:34:45 UTC,-73.9725341796875,40.74355697631836,-73.99083709716798,40.751136779785156,2
33025482,2013-06-27 21:06:41.0000005,5.5,2013-06-27 21:06:41 UTC,-73.978435,40.745204,-73.97242299999999,40.750369,1
22864745,2014-08-14 17:13:00.00000087,28.83,2014-08-14 17:13:00 UTC,-73.894977,40.76662,-73.96083,40.760837,2
8135168,2010-09-09 13:59:00.00000047,5.3,2010-09-09 13:59:00 UTC,-73.994475,40.740295,-74.000452,40.737322,1
31857475,2009-11-24 18:45:00.000000121,4.9,2009-11-24 18:45:00 UTC,-73.950822,40.785959999999996,-73.959032,40.772362,2
22990685,2014-03-08 22:03:06.0000002,8.0,2014-03-08 22:03:06 UTC,-73.974518,40.753395000000005,-73.95634,40.772192,1
31916321,2013-07-11 08:13:54.0000003,5.0,2013-07-11 08:13:54 UTC,-73.962197,40.767863,-73.96506,40.760321999999995,1
22691747,2011-01-16 09:50:35.0000001,8.5,2011-01-16 09:50:35 UTC,-74.00131,40.740713,-74.00258199999999,40.741454,1
24861151,2009-07-29 19:19:00.00000048,45.0,2009-07-29 19:19:00 UTC,-73.991012,40.734053,-73.991023,40.734053,2
8824697,2011-03-25 08:44:00.000000134,6.1,2011-03-25 08:44:00 UTC,-73.967837,40.802193,-73.95696,40.817658,1
14648952,2015-03-05 08:23:34.0000002,10.5,2015-03-05 08:23:34 UTC,-73.97454833984375,40.74996566772461,-73.96949768066406,40.76653289794922,2
7760471,2011-04-28 08:28:00.000000154,8.1,2011-04-28 08:28:00 UTC,-73.997168,40.75538,-73.969623,40.761225,1
29402401,2012-05-10 22:36:57.0000008,7.7,2012-05-10 22:36:57 UTC,-73.985294,40.768643,-74.005597,40.738878,1
53295340,2009-09-23 06:25:03.0000003,10.9,2009-09-23 06:25:03 UTC,-73.972886,40.793209000000004,-73.941351,40.838986,1
27577329,2010-01-14 17:37:00.000000147,3.7,2010-01-14 17:37:00 UTC,-73.957337,40.774308000000005,-73.954187,40.778607,3
18176108,2012-11-29 04:48:00.0000004,14.5,2012-11-29 04:48:00 UTC,-74.005082,40.723007,-73.966637,40.760502,3
43241178,2013-02-15 19:35:02.0000004,16.5,2013-02-15 19:35:02 UTC,-73.99220799999999,40.730824,-73.953717,40.77531,1
12681447,2009-05-21 10:51:08.0000001,12.1,2009-05-21 10:51:08 UTC,-73.958733,40.762334,-73.952471,40.734207,1
9515329,2011-01-28 20:28:00.00000066,6.5,2011-01-28 20:28:00 UTC,-74.007447,40.725662,-73.992435,40.7246,2
34921268,2009-11-18 16:07:58.0000003,8.1,2009-11-18 16:07:58 UTC,-73.954576,40.765415000000004,-73.957124,40.783352,1
383929,2014-04-05 17:12:44.0000001,8.0,2014-04-05 17:12:44 UTC,-73.987794,40.724515999999994,-73.980981,40.742264,1
3217909,2012-05-14 23:13:20.0000002,8.1,2012-05-14 23:13:20 UTC,-73.980295,40.76065,-73.973566,40.786299,1
30099111,2010-02-24 16:08:13.0000004,9.7,2010-02-24 16:08:13 UTC,-73.962211,40.779175,-73.98931400000001,40.771113,1
26765943,2009-02-02 20:36:16.0000001,6.2,2009-02-02 20:36:16 UTC,-73.997057,40.736866,-73.98118000000001,40.74703,2
29935927,2011-06-18 15:22:00.000000159,12.5,2011-06-18 15:22:00 UTC,-73.9617,40.771068,-73.990155,40.738572999999995,1
8303561,2014-09-13 15:40:00.00000080,7.0,2014-09-13 15:40:00 UTC,-73.97737,40.684207,-73.983145,40.696487,1
2626214,2011-02-17 01:01:52.0000004,27.3,2011-02-17 01:01:52 UTC,-73.97108399999999,40.755114,-73.99291099999999,40.641585,1
37262027,2011-09-22 05:08:00.00000019,7.7,2011-09-22 05:08:00 UTC,-73.965183,40.755247,-73.976683,40.747698,1
4939242,2009-08-03 12:41:00.0000001,6.9,2009-08-03 12:41:00 UTC,-74.002235,40.723172999999996,-73.992098,40.738733,1
21106524,2009-01-15 18:24:27.0000004,2.5,2009-01-15 18:24:27 UTC,-73.976138,40.72862,-74.00963399999999,40.735365,1
2146355,2009-08-04 17:12:50.0000002,5.7,2009-08-04 17:12:50 UTC,-73.962683,40.761536,-73.953113,40.768209000000006,2
16033426,2013-02-15 08:30:00.000000177,8.0,2013-02-15 08:30:00 UTC,-73.991697,40.749895,-74.005825,40.726172,1
31579051,2012-08-05 16:23:01.0000002,13.3,2012-08-05 16:23:01 UTC,-73.956696,40.763605,-74.00493,40.740678,1
8021259,2013-05-04 18:26:19.0000003,4.5,2013-05-04 18:26:19 UTC,-73.99963199999999,40.722293,-74.002309,40.729745,1
13109004,2015-02-04 20:37:59.0000004,32.5,2015-02-04 20:37:59 UTC,-73.86612701416014,40.77120590209961,-73.9898910522461,40.73108673095703,1
44499851,2009-07-03 23:12:11.0000004,9.3,2009-07-03 23:12:11 UTC,-73.993574,40.755254,-73.988795,40.731243,1
10189193,2010-12-21 18:39:00.000000144,6.9,2010-12-21 18:39:00 UTC,-73.986313,40.747347,-73.977643,40.737935,1
30610978,2013-05-21 21:23:43.0000002,13.0,2013-05-21 21:23:43 UTC,-74.002702,40.728497,-73.99008,40.766956,1
40145658,2009-02-05 22:34:00.000000214,8.5,2009-02-05 22:34:00 UTC,-73.975258,40.760968,-73.982438,40.731233,1
53775229,2012-03-17 03:14:00.000000116,2.9,2012-03-17 03:14:00 UTC,-73.949925,40.722127,-73.952613,40.720088,1
8605963,2011-10-20 08:50:00.000000107,9.7,2011-10-20 08:50:00 UTC,-73.99452,40.750263000000004,-73.969142,40.764715,1
25576094,2014-02-27 23:06:59.0000002,12.5,2014-02-27 23:06:59 UTC,-73.958466,40.713192,-73.961088,40.684435,1
4922750,2009-01-25 18:00:06.0000003,6.1,2009-01-25 18:00:06 UTC,-73.988508,40.731426,-73.971079,40.746162,1
55053411,2009-05-28 12:00:00.000000161,35.45,2009-05-28 12:00:00 UTC,-73.985742,40.759291999999995,-73.872928,40.774405,1
15822025,2011-01-15 13:12:43.0000002,4.9,2011-01-15 13:12:43 UTC,-73.991958,40.726094,-73.999444,40.722004999999996,2
50996597,2013-12-14 07:20:00.00000063,8.0,2013-12-14 07:20:00 UTC,-73.990085,40.756747,-73.969427,40.759009999999996,1
32428307,2009-09-30 20:27:00.000000177,9.3,2009-09-30 20:27:00 UTC,-73.946915,40.775133000000004,-73.972222,40.747743,1
23835279,2014-06-29 14:01:25.0000004,14.5,2014-06-29 14:01:25 UTC,-73.967676,40.762871999999994,-73.982288,40.758702,4
44479502,2009-06-21 18:40:00.000000142,8.9,2009-06-21 18:40:00 UTC,-73.99074300000001,40.744283,-73.96462700000001,40.758272999999996,5
1172963,2013-12-20 18:48:14.0000006,4.5,2013-12-20 18:48:14 UTC,-73.983459,40.771089,-73.990651,40.761294,1
8919706,2015-01-22 09:11:46.0000008,5.0,2015-01-22 09:11:46 UTC,-73.9856185913086,40.74710083007813,-73.99091339111328,40.73823547363281,5
54054227,2011-04-24 12:24:00.000000119,8.9,2011-04-24 12:24:00 UTC,-73.988378,40.776827000000004,-73.97049,40.766442,2
10254973,2012-03-10 00:28:00.00000097,5.7,2012-03-10 00:28:00 UTC,-73.965287,40.760067,-73.977533,40.75461,5
26170131,2015-05-20 02:56:40.0000001,18.5,2015-05-20 02:56:40 UTC,-73.9951400756836,40.749732971191406,-73.91922760009766,40.74481964111328,1
34242120,2010-06-08 18:19:05.0000008,13.3,2010-06-08 18:19:05 UTC,-74.00586700000001,40.70609,-73.98703499999999,40.745195,1
42466150,2011-07-21 18:37:53.0000001,4.1,2011-07-21 18:37:53 UTC,-73.95562,40.804607,-73.959289,40.811178999999996,2
44235577,2013-10-01 18:58:32.0000003,12.5,2013-10-01 18:58:32 UTC,-73.977239,40.754482,-73.98755,40.763696,1
2850388,2014-04-16 09:42:18.0000002,12.5,2014-04-16 09:42:18 UTC,-73.975093,40.741541,-74.006138,40.72387,1
7985566,2013-02-10 17:16:00.00000018,52.0,2013-02-10 17:16:00 UTC,-73.782095,40.644852,-74.010377,40.72359,2
22171757,2012-07-04 20:46:00.00000011,6.1,2012-07-04 20:46:00 UTC,-73.978288,40.761472,-73.984325,40.767302,1
37493696,2011-09-06 12:52:13.0000002,15.7,2011-09-06 12:52:13 UTC,-73.99140200000001,40.756271000000005,-73.99648499999999,40.723766999999995,1
1314686,2015-02-10 06:51:48.0000002,32.83,2015-02-10 06:51:48 UTC,-73.95654296875,40.76726531982422,-73.86155700683594,40.76819229125977,1
52594594,2010-08-29 21:09:09.0000001,11.7,2010-08-29 21:09:09 UTC,-73.99726,40.720715999999996,-73.973527,40.764697999999996,2
13352976,2011-11-17 22:02:33.0000006,4.5,2011-11-17 22:02:33 UTC,-74.0032,40.749,-74.0057,40.7401,3
50212766,2011-04-16 09:52:47.0000002,5.3,2011-04-16 09:52:47 UTC,-73.98082,40.769381,-73.972336,40.781009999999995,1
51945052,2010-12-23 17:38:37.0000002,6.5,2010-12-23 17:38:37 UTC,-73.993623,40.734184,-73.97527,40.728971,1
31312898,2013-11-01 04:53:20.0000005,15.0,2013-11-01 04:53:20 UTC,-73.77675699999999,40.64543,-73.774626,40.68163,1
16065555,2012-12-01 23:21:00.00000035,3.5,2012-12-01 23:21:00 UTC,-73.98333199999999,40.758505,0.0,0.0,3
37218691,2014-08-17 17:28:00.00000088,11.5,2014-08-17 17:28:00 UTC,-73.973327,40.76378,-74.002432,40.74998,1
42697154,2010-11-07 00:32:00.00000096,4.1,2010-11-07 00:32:00 UTC,-73.987507,40.732588,-73.981612,40.741005,1
8146663,2013-02-19 00:26:00.00000061,17.5,2013-02-19 00:26:00 UTC,-73.980822,40.733832,-73.925297,40.77178,1
16225872,2011-09-13 09:44:00.000000131,10.9,2011-09-13 09:44:00 UTC,-73.959698,40.762632,-73.980998,40.745925,1
19012618,2013-06-14 18:18:00.00000063,6.5,2013-06-14 18:18:00 UTC,-73.973788,40.757787,-73.983002,40.76515,6
48471528,2009-03-14 09:27:06.0000003,8.5,2009-03-14 09:27:06 UTC,-73.976198,40.790818,-73.972576,40.764784000000006,1
20844801,2014-05-08 08:49:38.0000002,7.5,2014-05-08 08:49:38 UTC,-73.950082,40.775903,-73.95667900000001,40.766702,1
22132933,2014-01-13 16:48:00.00000029,13.0,2014-01-13 16:48:00 UTC,-73.965925,40.764802,-74.00249000000001,40.760746999999995,4
33515665,2009-02-02 08:34:29.0000002,4.9,2009-02-02 08:34:29 UTC,-73.976075,40.753478,-73.98404599999999,40.754358,1
31961253,2009-10-21 00:35:00.00000067,14.5,2009-10-21 00:35:00 UTC,-73.950672,40.783203,-73.93614000000001,40.803886999999996,1
53850969,2012-12-10 07:28:05.0000001,17.5,2012-12-10 07:28:05 UTC,-73.97833100000001,40.766496999999994,-74.011461,40.707761,1
39215853,2013-09-25 14:22:23.0000005,26.5,2013-09-25 14:22:23 UTC,-73.978567,40.763151,-74.015445,40.708942,1
50267450,2014-11-21 19:45:00.000000212,9.0,2014-11-21 19:45:00 UTC,-73.946768,40.772187,-73.962692,40.7723,2
33178718,2010-07-15 12:15:00.000000125,7.3,2010-07-15 12:15:00 UTC,-73.96940500000001,40.757902,-73.982073,40.76838,3
3178275,2012-04-20 08:15:00.000000200,7.3,2012-04-20 08:15:00 UTC,-73.97703299999999,40.722235,-73.978268,40.737387,1
44024387,2011-07-14 22:01:00.000000119,23.7,2011-07-14 22:01:00 UTC,-73.997488,40.724265,-73.91083499999999,40.778585,5
32150405,2009-07-29 19:31:00.000000253,3.3,2009-07-29 19:31:00 UTC,-73.99360300000001,40.730505,-73.992958,40.733852,1
24959146,2012-04-06 14:13:07.0000003,6.9,2012-04-06 14:13:07 UTC,-73.981317,40.769208,-73.967835,40.762648,1
41302775,2012-06-07 20:01:01.0000001,6.5,2012-06-07 20:01:01 UTC,-74.008548,40.708137,-74.00074000000001,40.723237,1
49780764,2012-04-15 14:37:35.0000004,24.9,2012-04-15 14:37:35 UTC,-73.978576,40.684558,-73.989876,40.756735,1
44462859,2011-11-06 00:12:00.00000021,3.7,2011-11-06 00:12:00 UTC,-73.993602,40.741932,-73.99108199999999,40.745442,4
47425364,2015-06-24 14:25:38.0000005,10.5,2015-06-24 14:25:38 UTC,-73.99027252197266,40.7407112121582,-74.0016098022461,40.7510986328125,1
15624347,2010-10-03 19:51:16.0000003,4.9,2010-10-03 19:51:16 UTC,-73.957769,40.779790999999996,-73.94603000000001,40.77382,1
25165337,2012-07-20 13:52:21.0000002,4.9,2012-07-20 13:52:21 UTC,-73.969893,40.759714,-73.977212,40.751864000000005,1
43849268,2015-04-26 11:30:44.0000001,11.5,2015-04-26 11:30:44 UTC,-73.98236846923827,40.77207565307617,-73.94955444335938,40.771156311035156,1
28960390,2009-03-16 16:02:17.0000002,4.7,2009-03-16 16:02:17 UTC,-73.983168,40.766135,-73.985551,40.759158,1
35580713,2013-11-23 11:26:00.000000182,8.5,2013-11-23 11:26:00 UTC,-73.98164,40.736627,-73.996942,40.744802,1
51718407,2010-05-16 03:18:21.0000001,8.5,2010-05-16 03:18:21 UTC,-73.989269,40.719925,-73.98530699999999,40.743377,3
45828688,2012-05-13 19:28:26.0000001,6.1,2012-05-13 19:28:26 UTC,-73.96675,40.770022999999995,-73.972748,40.785938,1
706330,2009-02-07 12:36:16.0000005,4.9,2009-02-07 12:36:16 UTC,-73.982138,40.77406,-73.971937,40.784799,2
31638622,2013-08-21 08:31:51.0000003,17.0,2013-08-21 08:31:51 UTC,-74.01080999999999,40.707962,-73.98734499999999,40.750682,1
6517491,2010-07-13 05:24:03.0000001,8.5,2010-07-13 05:24:03 UTC,-73.991061,40.699740000000006,-73.945516,40.701582,1
11888220,2011-07-14 10:57:14.0000004,12.1,2011-07-14 10:57:14 UTC,-73.962365,40.775667999999996,-73.97986999999999,40.754486,2
40972495,2012-01-24 18:22:52.0000003,7.3,2012-01-24 18:22:52 UTC,-73.97062199999999,40.755655,-73.952793,40.772119,1
45141812,2010-12-14 17:14:00.00000028,22.9,2010-12-14 17:14:00 UTC,-73.863395,40.770022999999995,-73.972052,40.75403,1
45514248,2009-09-16 18:54:34.0000005,6.1,2009-09-16 18:54:34 UTC,-73.993961,40.750994,-74.005597,40.743629,1
